,Unnamed: 0,label,text,label_num
54,664,confirmaffirm,"Confirmation Details
Trade Date
Trade Confirmation Affirmation of 6691477082 DKK
see the following attachment 
Confirmation statement.json",0
55,2417,confirmletter,"Bank Confirm Letter
We the undersigned Bank confirm with full responsibility that the amount from the party is reserved on buyers requests for the purchase transaction of product (Bond value, Gold, Securities, Options)
see the following attachment 
confirmationstatement.msg",0
56,3373,confirmaffirm,"Confirmation Details
Trade Date
Trade Confirmation Affirmation of 3532071110 NGN
see the following attachment 
Affirmation statement.msg",0
57,1674,settlementFailure,"Account#1242 Insufficient Funds
Insufficient funds in account projected for upcoming trade
Trade Failure of 2784975140 NOK
see the following attachment 
failurestatement.Json",0
58,3002,confirmaffirm,"MT 515
Settlement Date
Securities Loan Confirmation of Bonds worth 1303529709 BMD
see the following attachment 
Confirmation statement.json",0
59,1416,settlementSuccess,"Account#1242 Settlement Succeeded
Settlement is done and parties have honored the amount
Trade completed of 6130677388 NGN
see the following attachment 
Success statement.msg",0
60,4834,confirmaffirm,"MT 517
Trade affirmation Summary Report
Trade Confirmation Affirmation of 4848416826 TTD
see the following attachment 
statement.txt",1
61,3360,settlementFailure,"Account#1242 Trade78780we Failed
Trade record is failed
Trade failure of 345530062 SHP
see the following attachment 
Failure statement.msg",0
62,3609,confirmaffirm,"MT 515
Settlement Date
Trade Confirmation Affirmation of 8498927747 MXN
see the following attachment 
statement.txt",0
63,2948,settlementSuccess,"Account#1242 Settlement Completed
Settlement is done and parties have honored the amount
Trade completed of 4711476078 RON
see the following attachment 
Success.json",0
64,3257,confirmaffirm,"MT 515(FUNDS)
Trade affirmation Summary Report
Securities Loan Confirmation of Bonds worth 621661816 PHP
see the following attachment 
Affirmation statement.msg",0
65,2405,confirmletter,"Bank Confirm Letter
We the undersigned Bank confirm with full responsibility that the amount from the party is reserved on buyers requests for the purchase transaction of product (Bond value, Gold, Securities, Options)
see the following attachment 
Confirmation.txt",0
66,1344,confirmaffirm,"MT 517
Trade Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 9951345642 VND
see the following attachment 
Confirmation statement.json",0
67,996,settlementFailure,"Account#1242 Insufficient Collateral
Insufficient funds in account projected for upcoming trade
Trade Failure of 2532453455 CLP
see the following attachment 
Failure statement.msg",0
68,4431,confirmaffirm,"MT 515
Trade Date
Trade Confirmation Affirmation of 20798804 BAM
see the following attachment 
Affirmation statement.json",1
69,2445,settlementSuccess,"Account#1242 Settlement Cleared
Settlement is Cleared and parties have honored the amount
Trade success of 5189560358 CLP
see the following attachment 
SuccessSettlement.txt",0
70,5162,confirmaffirm,"MT 515(FUNDS)
Trade Date
Securities Loan Confirmation of Bonds worth 6333094421 SAR
see the following attachment 
Affirmation statement.json",1
71,4261,settlementFailure,"Account#1242 Trade78780we Failed
Insufficient collateral value as per today's MTM (Mark to Market ) Statement
Trade failed of 7173172211 LAK
see the following attachment 
Failed.json",1
72,2104,confirmaffirm,"Confirmation Details
Trade affirmation Summary Report
Trade Confirmation Affirmation of 3371229385 TRY
see the following attachment 
Affirmation statement.msg",0
73,3308,settlementSuccess,"Account#1242 Settlement Succeeded
Settlement is complete. Please find the confirmation
Trade completed of 5860225076 LBP
see the following attachment 
SuccessSettlement.txt",0
74,3914,confirmaffirm,"MT 518
Settlement Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 2302234266 SRD
see the following attachment 
Affirmation statement.json",1
75,5108,confirmletter,"Bank Confirm Letter
We the undersigned Bank confirm with full responsibility that the amount from the party is reserved on buyers requests for the purchase transaction of product (Bond value, Gold, Securities, Options)
see the following attachment 
Confirm.Json",1
76,3653,confirmaffirm,"MT 516
Trade Date
Trade Affirmation Confirmation of 1070848451 VEF
see the following attachment 
Affirmation statement.msg",0
77,2152,settlementFailure,"Account#1242 Mandate Rejected
Provided Mandate is rejected
Trade failed of 9357914135 HRK
see the following attachment 
failurestatement.Json",0
78,2918,confirmaffirm,"MT 518
Trade Date
Securities Loan Confirmation of Bonds worth 2577124574 SOS
see the following attachment 
statement.txt",0
79,467,settlementSuccess,"Account#1242 Settlement Successfull
Settlement is Cleared and parties have honored the amount
Trade completed of 7338399828 SOS
see the following attachment 
Success statement.msg",0
80,3479,confirmaffirm,"MT 516
Trade affirmation Summary Report
Trade Confirmation Affirmation of 3963283838 SOS
see the following attachment 
Confirmation statement.json",0
81,165,settlementFailure,"Account#1242 Mandate Rejected
Provided Mandate is rejected
Trade Failure of 7156618202 EUR
see the following attachment 
Failed.json",0
82,3105,confirmaffirm,"MT 516
Trade affirmation Summary Report
Trade Affirmation Confirmation of 8146729944 SEK
see the following attachment 
Confirmation statement.json",0
83,2022,settlementSuccess,"Account#1242 Settlement Succeeded
Settlement is done and parties have honored the amount
Securities Loan success of Bonds worth 2842257185 BOB
see the following attachment 
successstatement.Json",0
84,171,confirmaffirm,"MT 517
Settlement Date
Trade Confirmation Affirmation of 8971752408 GBP
see the following attachment 
Affirmation statement.msg",0
85,4755,confirmletter,"Bank Confirm Letter
We the undersigned Bank confirm with full responsibility that the amount from the party is reserved on buyers requests for the purchase transaction of product (Bond value, Gold, Securities, Options)
see the following attachment 
Confirmation.json",1
86,358,confirmaffirm,"Confirmation Details
Settlement Date
Trade Confirmation Affirmation of 8099629342 MKD
see the following attachment 
statement.txt",0
87,2669,settlementFailure,"Account#1242 Trade78780we Failed
Trade record is failed
Trade failure of 3269303866 NIO
see the following attachment 
Failure statement.msg",0
88,704,confirmaffirm,"MT 518
Trade Date
Securities Loan Confirmation of Bonds worth 449171624 BOB
see the following attachment 
Confirmation statement.json",0
89,3410,settlementSuccess,"Account#1242 Settlement Successfull
Settlement is complete. Please find the confirmation
Securities Loan success of Bonds worth 7931997446 CAD
see the following attachment 
Success.json",0
90,3917,confirmaffirm,"MT 517
Trade affirmation Summary Report
Trade Confirmation Affirmation of 7825061622 NGN
see the following attachment 
Affirmation statement.msg",1
91,4643,settlementFailure,"Account#1242 Insufficient Collateral
Provided Mandate is rejected
Trade failed of 5211853 AUD
see the following attachment 
Failedsettlement.txt",1
92,4125,confirmaffirm,"MT 517
Settlement Date
Securities Loan Confirmation of Bonds worth 1718937427 PEN
see the following attachment 
Confirmation statement.json",1
93,4198,settlementSuccess,"Account#1242 Settlement Cleared
Settlement is complete. Please find the confirmation
Securities Loan success of Bonds worth 486918252 FKP
see the following attachment 
Success statement.msg",1
94,4362,confirmaffirm,"MT 516
Trade affirmation Summary Report
Trade Affirmation Confirmation of 2604296128 IMP
see the following attachment 
statement.txt",1
95,2432,confirmletter,"Confirmation of Funds certificate
We the undersigned Bank confirm with full responsibility that the amount from the party is reserved on buyers requests for the purchase transaction of product (Bond value, Gold, Securities, Options)
see the following attachment 
Confirmation.json",0
96,2012,confirmaffirm,"MT 515(FUNDS)
Trade Date
Securities Loan Confirmation of Bonds worth 4642306412 LAK
see the following attachment 
Confirmation statement.json",0
97,2862,settlementFailure,"Account#1242 Insufficient Collateral
Trade record is failed
Trade Failure of 6495979015 FJD
see the following attachment 
failurestatement.Json",0
98,4095,confirmaffirm,"MT 515
Trade Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 9280414251 UAH
see the following attachment 
Confirmation statement.json",1
99,2782,settlementSuccess,"Account#1242 Settlement Completed
Settlement is complete. Please find the confirmation
Securities Loan success of Bonds worth 2946844050 SEK
see the following attachment 
Success.json",0
100,479,confirmaffirm,"MT 515
Trade affirmation Summary Report
Trade Confirmation Affirmation of 9749531580 AFN
see the following attachment 
Affirmation statement.json",0
101,3575,settlementFailure,"Account#1242 Insufficient Collateral
Insufficient collateral value as per today's MTM (Mark to Market ) Statement
Trade Failure of 187848414 MYR
see the following attachment 
Failed.json",0
102,3458,confirmaffirm,"Confirmation Details
Trade affirmation Summary Report
Client Confirmation of Purchase or Sale (FUNDS) amounted to 3174563492 NAD
see the following attachment 
Affirmation statement.json",0
103,4315,settlementSuccess,"Account#1242 Settlement Completed
Settlement is Cleared and parties have honored the amount
Securities Loan success of Bonds worth 8634504405 AWG
see the following attachment 
successstatement.Json",1
104,4867,confirmaffirm,"MT 518
Trade Date
Trade Confirmation Affirmation of 4637064518 CRC
see the following attachment 
statement.txt",1
105,264,confirmletter,"Confirmation of Funds certificate
PFA the Confirmation Letter
see the following attachment 
Confirmation.json",0
106,4321,confirmaffirm,"MT 518
Trade Date
Trade Confirmation Affirmation of 5878934295 SRD
see the following attachment 
Affirmation statement.msg",1
107,308,settlementFailure,"Account#1242 Mandate Rejected
Insufficient collateral value as per today's MTM (Mark to Market ) Statement
Securities Loan Failed of Bonds worth 2692617233 PAB
see the following attachment 
failurestatement.Json",0
108,100,confirmaffirm,"Confirmation Details
Settlement Date
Trade Confirmation Affirmation of 3605952765 SHP
see the following attachment 
Confirmation statement.json",0
109,5160,settlementSuccess,"Account#1242 Settlement Successfull
Settlement is done and parties have honored the amount
Securities Loan success of Bonds worth 9336883847 TRY
see the following attachment 
successstatement.Json",1
110,4259,confirmaffirm,"MT 515(FUNDS)
Trade Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 5620515945 AFN
see the following attachment 
Affirmation statement.msg",1
111,111,settlementFailure,"Account#1242 Mandate Rejected
Trade record is failed
Trade Failure of 7399350600 THB
see the following attachment 
Failure statement.msg",0
112,663,confirmaffirm,"MT 517
Trade Date
Trade Confirmation Affirmation of 9421481179 KRW
see the following attachment 
Confirmation statement.json",0
113,463,settlementSuccess,"Account#1242 Settlement Successfull
Settlement is done and parties have honored the amount
Trade Success of 7779541771 DOP
see the following attachment 
Success statement.msg",0
114,2904,confirmaffirm,"MT 517
Trade affirmation Summary Report
Trade Confirmation Affirmation of 6424826299 CRC
see the following attachment 
Confirmation statement.json",0
115,5140,confirmletter,"Confirmation of Funds certificate
We the undersigned Bank confirm with full responsibility that the amount from the party is reserved on buyers requests for the purchase transaction of product (Bond value, Gold, Securities, Options)
see the following attachment 
confirmationstatement.msg",1
116,1246,confirmaffirm,"MT 515
Trade Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 3618632749 EUR
see the following attachment 
statement.txt",0
117,309,settlementFailure,"Account#1242 Trade78780we Failed
Trade record is failed
Trade failure of 8614838268 CZK
see the following attachment 
Failedsettlement.txt",0
118,2574,confirmaffirm,"MT 515
Settlement Date
Trade Confirmation Affirmation of 3029273977 ILS
see the following attachment 
statement.txt",0
119,315,settlementSuccess,"Account#1242 Settlement Cleared
Settlement is Cleared and parties have honored the amount
Trade completed of 7158334769 TVD
see the following attachment 
Success.json",0
120,2708,confirmaffirm,"MT 517
Trade affirmation Summary Report
Client Confirmation of Purchase or Sale (FUNDS) amounted to 203840173 JPY
see the following attachment 
Confirmation statement.json",0
121,1814,settlementFailure,"Account#1242 Insufficient Collateral
Insufficient collateral value as per today's MTM (Mark to Market ) Statement
Securities Loan Failed of Bonds worth 3731525062 GHC
see the following attachment 
Failed.json",0
122,3361,confirmaffirm,"MT 518
Settlement Date
Trade Affirmation Confirmation of 8457199069 TWD
see the following attachment 
Affirmation statement.msg",0
123,2225,settlementSuccess,"Account#1242 Settlement Successfull
Settlement is Cleared and parties have honored the amount
Trade completed of 9413994800 SEK
see the following attachment 
SuccessSettlement.txt",0
124,4718,confirmaffirm,"MT 516
Trade affirmation Summary Report
Trade Confirmation Affirmation of 345921472 CLP
see the following attachment 
statement.txt",1
125,1833,confirmletter,"Bank Confirm Letter
PFA the Confirmation Letter
see the following attachment 
Confirmation.json",0
126,4635,confirmaffirm,"MT 517
Trade affirmation Summary Report
Trade Affirmation Confirmation of 4916176577 LBP
see the following attachment 
Confirmation statement.json",1
127,2729,settlementFailure,"Account#1242 Trade78780we Failed
Insufficient funds in account projected for upcoming trade
Securities Loan Failed of Bonds worth 7173178513 AWG
see the following attachment 
Failedsettlement.txt",0
128,3755,confirmaffirm,"MT 516
Trade Date
Securities Loan Confirmation of Bonds worth 8741912156 BYR
see the following attachment 
Confirmation statement.json",1
129,4857,settlementSuccess,"Account#1242 Settlement Succeeded
Settlement is Cleared and parties have honored the amount
Securities Loan success of Bonds worth 8781912109 LRD
see the following attachment 
SuccessSettlement.txt",1
130,1450,confirmaffirm,"Confirmation Details
Settlement Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 9886576374 GTQ
see the following attachment 
Affirmation statement.msg",0
131,250,settlementFailure,"Account#1242 Mandate Rejected
Trade record is failed
Trade failure of 9304324505 PKR
see the following attachment 
Failedsettlement.txt",0
132,1614,confirmaffirm,"MT 515
Trade affirmation Summary Report
Trade Affirmation Confirmation of 723382998 BMD
see the following attachment 
Confirmation statement.json",0
133,2945,settlementSuccess,"Account#1242 Settlement Cleared
Settlement is complete. Please find the confirmation
Trade Success of 174542985 EUR
see the following attachment 
Success.json",0
134,5053,confirmaffirm,"MT 516
Trade Date
Trade Affirmation Confirmation of 1716793732 PYG
see the following attachment 
statement.txt",1
135,3727,confirmletter,"Confirmation of Funds certificate
PFA the Confirmation Letter
see the following attachment 
Confirmation.json",1
136,2263,confirmaffirm,"MT 515(FUNDS)
Settlement Date
Trade Confirmation Affirmation of 4835412539 NPR
see the following attachment 
statement.txt",0
137,4078,settlementFailure,"Account#1242 Mandate Rejected
Insufficient collateral value as per today's MTM (Mark to Market ) Statement
Trade Failure of 711907844 GBP
see the following attachment 
Failure statement.msg",1
138,3756,confirmaffirm,"Confirmation Details
Trade affirmation Summary Report
Securities Loan Confirmation of Bonds worth 2110128980 BWP
see the following attachment 
Confirmation statement.json",1
139,5156,settlementSuccess,"Account#1242 Settlement Succeeded
Settlement is complete. Please find the confirmation
Trade success of 2676214906 BMD
see the following attachment 
Success statement.msg",1
140,3148,confirmaffirm,"MT 515
Settlement Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 7020128787 OMR
see the following attachment 
statement.txt",0
141,4642,settlementFailure,"Account#1242 Mandate Rejected
Provided Mandate is rejected
Trade failure of 1454578961 BRL
see the following attachment 
Failed.json",1
142,2257,confirmaffirm,"MT 518
Trade affirmation Summary Report
Trade Confirmation Affirmation of 9231776256 ALL
see the following attachment 
statement.txt",0
143,2569,settlementSuccess,"Account#1242 Settlement Cleared
Settlement is done and parties have honored the amount
Trade success of 9316367803 KPW
see the following attachment 
SuccessSettlement.txt",0
144,4764,confirmaffirm,"MT 515
Trade Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 5405775330 CRC
see the following attachment 
Affirmation statement.msg",1
145,1248,confirmletter,"Bank Confirm Letter
PFA the Confirmation Letter
see the following attachment 
Confirmation.txt",0
146,220,confirmaffirm,"MT 518
Trade Date
Securities Loan Confirmation of Bonds worth 1146892266 NGN
see the following attachment 
Confirmation statement.json",0
147,3704,settlementFailure,"Account#1242 Insufficient Collateral
Trade record is failed
Trade Failure of 215692165 RUB
see the following attachment 
Failure statement.msg",1
148,541,confirmaffirm,"MT 517
Trade affirmation Summary Report
Trade Affirmation Confirmation of 4073731849 ZAR
see the following attachment 
Confirmation statement.json",0
149,201,settlementSuccess,"Account#1242 Settlement Completed
Settlement is done and parties have honored the amount
Trade completed of 1918714990 GIP
see the following attachment 
SuccessSettlement.txt",0
150,2625,confirmaffirm,"MT 515
Trade Date
Trade Confirmation Affirmation of 4545026714 RSD
see the following attachment 
statement.txt",0
151,1429,settlementFailure,"Account#1242 Insufficient Funds
Provided Mandate is rejected
Trade failure of 8555316767 CNY
see the following attachment 
failurestatement.Json",0
152,1998,confirmaffirm,"MT 515
Trade affirmation Summary Report
Securities Loan Confirmation of Bonds worth 6637873390 KHR
see the following attachment 
Affirmation statement.json",0
153,3103,settlementSuccess,"Account#1242 Settlement Cleared
Settlement is done and parties have honored the amount
Securities Loan success of Bonds worth 786152441 THB
see the following attachment 
Success.json",0
154,4592,confirmaffirm,"MT 517
Settlement Date
Trade Confirmation Affirmation of 6202196844 ILS
see the following attachment 
statement.txt",1
155,2552,confirmletter,"Confirmation of Funds certificate
We the undersigned Bank confirm with full responsibility that the amount from the party is reserved on buyers requests for the purchase transaction of product (Bond value, Gold, Securities, Options)
see the following attachment 
Confirmation.json",0
156,3030,confirmaffirm,"MT 518
Trade affirmation Summary Report
Client Confirmation of Purchase or Sale (FUNDS) amounted to 4748195832 BYR
see the following attachment 
Affirmation statement.json",0
157,4837,settlementFailure,"Account#1242 Mandate Rejected
Provided Mandate is rejected
Trade Failure of 6823580697 ARS
see the following attachment 
failurestatement.Json",1
158,3837,confirmaffirm,"Confirmation Details
Settlement Date
Client Confirmation of Purchase or Sale (FUNDS) amounted to 5855832485 GYD
see the following attachment 
Confirmation statement.json",1
159,255,settlementSuccess,"Account#1242 Settlement Succeeded
Settlement is Cleared and parties have honored the amount
Securities Loan success of Bonds worth 405124785 UAH
see the following attachment 
Success statement.msg",0
160,674,confirmaffirm,"MT 518
Trade affirmation Summary Report
Securities Loan Confirmation of Bonds worth 727026355 MYR
see the following attachment 
Affirmation statement.msg",0
161,2571,settlementFailure,"Account#1242 Trade78780we Failed
Provided Mandate is rejected
Securities Loan Failed of Bonds worth 7333247769 CZK
see the following attachment 
Failed.json",0
162,3748,confirmaffirm,"MT 515
Trade affirmation Summary Report
Trade Affirmation Confirmation of 2899845740 SHP
see the following attachment 
statement.txt",1
163,4010,settlementSuccess,"Account#1242 Settlement Successfull
Settlement is done and parties have honored the amount
Trade completed of 415564056 LBP
see the following attachment 
SuccessSettlement.txt",1
164,4072,confirmaffirm,"MT 515(FUNDS)
Settlement Date
Securities Loan Confirmation of Bonds worth 4109523936 BOB
see the following attachment 
Affirmation statement.json",1
165,1878,confirmletter,"Confirmation of Funds certificate
PFA the Confirmation Letter
see the following attachment 
Confirmation.json",0
166,186,confirmaffirm,"Confirmation Details
Settlement Date
Trade Confirmation Affirmation of 4899569311 BZD
see the following attachment 
statement.txt",0
167,2224,settlementFailure,"Account#1242 Mandate Rejected
Insufficient funds in account projected for upcoming trade
Trade failure of 2270694019 AZN
see the following attachment 
Failure statement.msg",0
168,957,confirmaffirm,"MT 517
Trade Date
Trade Affirmation Confirmation of 2437072673 AUD
see the following attachment 
statement.txt",0
169,1709,settlementSuccess,"Account#1242 Settlement Cleared
Settlement is done and parties have honored the amount
Trade completed of 5263172243 NOK
see the following attachment 
Success.json",0
170,3605,confirmaffirm,"MT 517
Trade affirmation Summary Report
Client Confirmation of Purchase or Sale (FUNDS) amounted to 267200759 BDT
see the following attachment 
Confirmation statement.json",0
171,2939,settlementFailure,"Account#1242 Trade78780we Failed
Insufficient funds in account projected for upcoming trade
Trade failure of 4819686242 PEN
see the following attachment 
failurestatement.Json",0
172,313,confirmaffirm,"MT 516
Trade affirmation Summary Report
Securities Loan Confirmation of Bonds worth 1149787703 BSD
see the following attachment 
Affirmation statement.json",0
173,754,settlementSuccess,"Account#1242 Settlement Successfull
Settlement is complete. Please find the confirmation
Securities Loan success of Bonds worth 2444712490 BYR
see the following attachment 
Success.json",0
174,1681,confirmaffirm,"MT 518
Trade affirmation Summary Report
Trade Confirmation Affirmation of 6782923809 MXN
see the following attachment 
Confirmation statement.json",0
175,3998,confirmletter,"Bank Confirm Letter
PFA the Confirmation Letter
see the following attachment 
confirmationstatement.msg",1
176,4528,confirmaffirm,"MT 516
Settlement Date
Trade Confirmation Affirmation of 8373231901 TRY
see the following attachment 
statement.txt",1
177,1755,settlementFailure,"Account#1242 Insufficient Collateral
Trade record is failed
Trade failure of 1922681529 GBP
see the following attachment 
Failedsettlement.txt",0
